"","method","topic","covariate","covariate.value","estimate","std.error","ci.level","ci.lower","ci.upper","label","moderator","moderator.value"
"1","pointestimate",1,"date_label",202003,0.0171724421347142,0.00527848929013495,0.95,0.00688397981669926,0.0275882612750186,"Topic 1(Covariate Level: 202003)","category","版力刮林拳"
"2","pointestimate",1,"date_label",202002,0.0171809505565138,0.0053342109418823,0.95,0.00683371245171394,0.027719501509817,"Topic 1(Covariate Level: 202003)","category","版力刮林拳"
"3","pointestimate",1,"date_label",202004,0.0171639337129145,0.00522357178457487,0.95,0.00698714167818322,0.0274484982711965,"Topic 1(Covariate Level: 202003)","category","版力刮林拳"
"4","pointestimate",1,"date_label",202001,0.0171894589783134,0.00539071180345322,0.95,0.00677621753825846,0.0277734516479177,"Topic 1(Covariate Level: 202003)","category","版力刮林拳"
"5","pointestimate",1,"date_label",202103,0.0163215999547516,0.00651983012185523,0.95,0.00326281999248854,0.0288199549829614,"Topic 1(Covariate Level: 202003)","category","版力刮林拳"
"6","pointestimate",1,"date_label",202009,0.0171213916039164,0.00496196735537154,0.95,0.00753299252182664,0.0267354536900263,"Topic 1(Covariate Level: 202003)","category","版力刮林拳"
"7","pointestimate",1,"date_label",202008,0.017129900025716,0.00501246606855438,0.95,0.00742236067995412,0.0268528062250487,"Topic 1(Covariate Level: 202003)","category","版力刮林拳"
"8","pointestimate",1,"date_label",202108,0.0162790578457534,0.00686116944863058,0.95,0.00258298490307159,0.0295380475756937,"Topic 1(Covariate Level: 202003)","category","版力刮林拳"
"9","pointestimate",1,"date_label",202105,0.0163045831111523,0.00665517383731957,0.95,0.00298459565013554,0.0290881276951758,"Topic 1(Covariate Level: 202003)","category","版力刮林拳"
"10","pointestimate",1,"date_label",202010,0.0171128831821168,0.00491243668377532,0.95,0.00758529860318942,0.0267126808057619,"Topic 1(Covariate Level: 202003)","category","版力刮林拳"
"11","pointestimate",1,"date_label",202012,0.0170958663385175,0.00481639834437055,0.95,0.00766273316615956,0.0265279256640394,"Topic 1(Covariate Level: 202003)","category","版力刮林拳"
"12","pointestimate",1,"date_label",202106,0.0162960746893527,0.00672345380603879,0.95,0.00283383182772159,0.0292265016577493,"Topic 1(Covariate Level: 202003)","category","版力刮林拳"
"13","pointestimate",1,"date_label",202101,0.0163386167983508,0.00638619382626458,0.95,0.00356281019433675,0.0285999283185066,"Topic 1(Covariate Level: 202003)","category","版力刮林拳"
"14","pointestimate",1,"date_label",202011,0.0171043747603172,0.0048639036274783,0.95,0.00760794868984287,0.0266407800991646,"Topic 1(Covariate Level: 202003)","category","版力刮林拳"
"15","pointestimate",1,"date_label",202111,0.0162535325803546,0.00707046287744911,0.95,0.00215017136337262,0.0298901714266743,"Topic 1(Covariate Level: 202003)","category","版力刮林拳"
"16","pointestimate",1,"date_label",202107,0.0162875662675531,0.0067921229043574,0.95,0.00270840836539659,0.0293793384124617,"Topic 1(Covariate Level: 202003)","category","版力刮林拳"
"17","pointestimate",1,"date_label",202104,0.0163130915329519,0.00658729509866645,0.95,0.00316186336681792,0.028943550406844,"Topic 1(Covariate Level: 202003)","category","版力刮林拳"
"18","pointestimate",1,"date_label",202109,0.0162705494239538,0.00693058215785015,0.95,0.00245756144074658,0.0296721987561949,"Topic 1(Covariate Level: 202003)","category","版力刮林拳"
"19","pointestimate",1,"date_label",202007,0.0171384084475156,0.0050639038626351,0.95,0.00729421589386506,0.0270045781303276,"Topic 1(Covariate Level: 202003)","category","版力刮林拳"
"20","pointestimate",1,"date_label",202112,0.0162450241585549,0.00714091021594383,0.95,0.00201864873237084,0.0300470568911081,"Topic 1(Covariate Level: 202003)","category","版力刮林拳"
"21","pointestimate",1,"date_label",202110,0.0162620410021542,0.00700035013978346,0.95,0.00233213797842158,0.0297685146847846,"Topic 1(Covariate Level: 202003)","category","版力刮林拳"
